"","ofi_insc","prov_insc","cant_insc","parr_insc","anio_insc","mes_insc","dia_insc","fecha_insc","hijos_rec","mcap_bie","nac_hom","cod_paish","anio_nach","mes_nach","dia_nach","fecha_nach","edad_hom","nmatanth","est_civih","p_etnica_hom","sabe_leerh","niv_insth","prov_habh","cant_habh","parr_habh","area_hom","nac_muj","cod_paism","anio_nacm","mes_nacm","dia_nacm","fecha_nacm","edad_muj","nmatantm","est_civim","p_etnica_muj","sabe_leerm","niv_instm","prov_habm","cant_habm","parr_habm","area_muj"
"59562",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Octubre ",18,13632969600,2,"No","Ecuatoriano","Ecuador ",1986," Septiembre ",13,12746332800,28,0,"Soltero","Indígena","Si","Educación media /bachillerato","Chimborazo","Guano","San Andrés ","Rural","Ecuatoriana","Ecuador ",1988," Junio ",20,12802147200,26,0,"Soltera","Indígena","Si","Educación media /bachillerato","Chimborazo","Guano","San Andrés ","Rural"
"59563",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Octubre ",16,13632796800,1,"No","Ecuatoriano","Ecuador ",1992," Octubre ",30,12939782400,21,0,"Soltero","Indígena","Si","Educación media /bachillerato","Chimborazo","Guano","San Andrés ","Rural","Ecuatoriana","Ecuador ",1996," Enero ",3,13040006400,18,0,"Soltera","Indígena","Si","Educación media /bachillerato","Chimborazo","Guano","San Andrés ","Rural"
"59564",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Octubre ",17,13632883200,0,"No","Ecuatoriano","Ecuador ",1997," Septiembre ",9,13093142400,17,0,"Soltero","Indígena","Si","Educación básica","Chimborazo","Riobamba","Licto ","Rural","Ecuatoriana","Ecuador ",1997," Septiembre ",9,13093142400,17,0,"Soltera","Indígena","Si","Educación básica","Chimborazo","Riobamba","Licto ","Rural"
"59565",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Octubre ",17,13632883200,0,"No","Ecuatoriano","Ecuador ",1990," Julio ",26,12868329600,24,0,"Soltero","Mestizo","Si","Primaria","Chimborazo","Riobamba","Yaruquíes ","Urbana","Ecuatoriana","Ecuador ",1992," Septiembre ",30,12937190400,22,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Chimborazo","Riobamba","Yaruquíes ","Urbana"
"59566",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Octubre ",20,13633142400,1,"No","Ecuatoriano","Ecuador ",1978," Abril ",26,12481776000,36,0,"Soltero","Indígena","Si","Primaria","Chimborazo","Guano","San Andrés ","Rural","Ecuatoriana","Ecuador ",1987," Mayo ",27,12768451200,27,1,"Divorciada","Indígena","Si","Primaria","Chimborazo","Riobamba","Flores ","Rural"
"59567",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Octubre ",21,13633228800,2,"No","Ecuatoriano","Ecuador ",1990," Abril ",3,12858480000,24,0,"Soltero","Mestizo","Si","Primaria","Chimborazo","Colta","Juan de Velasco (Pangor) ","Rural","Ecuatoriana","Ecuador ",1994," Febrero ",5,12979785600,20,0,"Soltera","Mestiza","Si","Educación básica","Chimborazo","Colta","Juan de Velasco (Pangor) ","Rural"
"59568",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Octubre ",22,13633315200,0,"No","Ecuatoriano","Ecuador ",1996," Febrero ",14,13043635200,18,0,"Soltero","Indígena","Si","Educación media /bachillerato","Chimborazo","Guano","San Andrés ","Rural","Ecuatoriana","Ecuador ",1995," Octubre ",1,13031884800,19,0,"Soltera","Indígena","Si","Educación media /bachillerato","Chimborazo","Guano","San Andrés ","Rural"
"59569",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Octubre ",23,13633401600,0,"No","Ecuatoriano","Ecuador ",1993," Junio ",18,12959740800,21,0,"Soltero","Indígena","Si","Educación media /bachillerato","Chimborazo","Riobamba","Yaruquíes ","Urbana","Ecuatoriana","Ecuador ",1999," Agosto ",24,13154832000,15,0,"Soltera","Indígena","Si","Educación básica","Chimborazo","Riobamba","Yaruquíes ","Urbana"
"59570",1,"Manabí","Portoviejo","Portoviejo, cabecera cantonal y capital provincial",2014," Noviembre ",20,13635820800,1,"No","Ecuatoriano","Ecuador ",1980," Octubre ",28,12560918400,34,0,"Soltero","Mestizo","Si","Secundaria","Manabí","Olmedo","Olmedo, cabecera cantonal","Urbana","Ecuatoriana","Ecuador ",1992," Mayo ",30,12926563200,22,0,"Soltera","Mestiza","Si","Secundaria","Manabí","Olmedo","Olmedo, cabecera cantonal","Urbana"
"59571",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Noviembre ",12,13635129600,0,"No","Ecuatoriano","Ecuador ",1986," Marzo ",7,12729916800,28,0,"Soltero","Mestizo","Si","Secundaria","Chimborazo","Riobamba","Licto ","Rural","Ecuatoriana","Ecuador ",1992," Noviembre ",24,12941942400,21,0,"Soltera","Indígena","Si","Primaria","Chimborazo","Riobamba","Licto ","Rural"
"59572",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Noviembre ",7,13634697600,1,"No","Ecuatoriano","Ecuador ",1993," Junio ",4,12958531200,21,0,"Soltero","Mestizo","Si","Educación media /bachillerato","Chimborazo","Guano","San Andrés ","Rural","Ecuatoriana","Ecuador ",1995," Mayo ",6,13019097600,19,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Chimborazo","Guano","San Andrés ","Rural"
"59573",1,"Pichincha","Mejía","Machachi, cabecera cantonal",2014," Septiembre ",23,13630809600,1,"Ignorado","Ecuatoriano","Ecuador ",1988," Noviembre ",8,12814329600,25,0,"Soltero","Mestizo","Si","Primaria","Pichincha","Mejía","Cutuglahua ","Rural","Ecuatoriana","Ecuador ",1987," Agosto ",1,12774153600,27,0,"Soltera","Mestiza","Si","Secundaria","Pichincha","Mejía","Cutuglahua ","Rural"
"59574",1,"Cotopaxi","Latacunga","Latacunga, cabecera cantonal y capital provincial",2014," Octubre ",29,13633920000,0,"No","Ecuatoriano","Ecuador ",1986," Febrero ",2,12727065600,28,1,"Divorciado","Indígena","Si","Superior","Cotopaxi","Salcedo","San Miguel, cabecera cantonal ","Urbana","Ecuatoriana","Ecuador ",1985," Diciembre ",29,12724041600,28,0,"Soltera","Indígena","Si","Primaria","Cotopaxi","Salcedo","San Miguel, cabecera cantonal ","Urbana"
"59575",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Octubre ",23,13633401600,3,"No","Ecuatoriano","Ecuador ",1984," Agosto ",15,12680755200,30,0,"Soltero","Indígena","Si","Educación básica","Chimborazo","Guano","San Andrés ","Rural","Ecuatoriana","Ecuador ",1984," Mayo ",23,12673497600,30,0,"Soltera","Indígena","Si","Educación básica","Chimborazo","Guano","San Andrés ","Rural"
"59576",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Octubre ",29,13633920000,2,"No","Ecuatoriano","Ecuador ",1990," Noviembre ",12,12877747200,23,0,"Soltero","Mestizo","Si","Educación media /bachillerato","Chimborazo","Guano","San Andrés ","Rural","Ecuatoriana","Ecuador ",1992," Agosto ",15,12933216000,22,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Chimborazo","Guano","San Andrés ","Rural"
"59577",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Octubre ",29,13633920000,1,"No","Ecuatoriano","Ecuador ",1994," Diciembre ",8,13006224000,19,0,"Soltero","Mestizo","Si","Educación media /bachillerato","Chimborazo","Riobamba","Licto ","Rural","Ecuatoriana","Ecuador ",1995," Marzo ",23,13015296000,19,0,"Soltera","Indígena","Si","Educación media /bachillerato","Chimborazo","Riobamba","Licto ","Rural"
"59578",1,"Tungurahua","Santiago de Píllaro","Píllaro, cabecera cantonal ",2014," Diciembre ",18,13638240000,1,"No","Ecuatoriano","Ecuador ",1994," Julio ",6,12992832000,20,0,"Soltero","Mestizo","Si","Educación media /bachillerato","Tungurahua","Santiago de Píllaro","San Andrés ","Rural","Ecuatoriana","Ecuador ",1994," Mayo ",15,12988339200,20,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Tungurahua","Santiago de Píllaro","San Andrés ","Rural"
"59579",1,"Azuay","Cuenca","San Blas ",2014," Noviembre ",21,13635907200,0,"No","Ecuatoriano","Ecuador ",1977," Agosto ",15,12459830400,37,0,"Soltero","Mestizo","Si","Educación media /bachillerato","Azuay","Cuenca","Checa (Jidcay) ","Rural","Ecuatoriana","Ecuador ",1976," Octubre ",12,12433305600,38,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Azuay","Cuenca","Checa (Jidcay) ","Rural"
"59580",1,"Chimborazo","Alausí","Alausí, cabecera cantonal",2014," Octubre ",9,13632192000,0,"No","Ecuatoriano","Ecuador ",NA,NA,NA,NA,23,0,"Soltero","Indígena","Si","Primaria","Chimborazo","Alausí","Guasuntos ","Rural","Ecuatoriana","Ecuador ",NA,NA,NA,NA,19,0,"Soltera","Indígena","Si","Primaria","Chimborazo","Alausí","Guasuntos ","Rural"
"59581",1,"Azuay","Cuenca","San Blas ",2014," Noviembre ",21,13635907200,0,"No","Ecuatoriano","Ecuador ",1980," Febrero ",29,12540009600,34,1,"Divorciado","Mestizo","Si","Educación básica","Azuay","Cuenca","Sucre ","Urbana","Ecuatoriana","Ecuador ",1977," Diciembre ",22,12470976000,36,1,"Divorciada","Mestiza","Si","Superior","Azuay","Cuenca","Sucre ","Urbana"
"59582",1,"Cañar","El Tambo","El Tambo, cabecera cantonal",2014," Febrero ",27,13612838400,0,"No","Ecuatoriano","Ecuador ",1982," Febrero ",19,12602304000,32,0,"Soltero","Mestizo","Si","Superior","Cañar","El Tambo","El Tambo, cabecera cantonal","Urbana","Ecuatoriana","Ecuador ",1984," Diciembre ",19,12691641600,29,0,"Soltera","Mestiza","Si","Superior","Cañar","El Tambo","El Tambo, cabecera cantonal","Urbana"
"59583",1,"Chimborazo","Alausí","Alausí, cabecera cantonal",2014," Octubre ",22,13633315200,0,"No","Ecuatoriano","Ecuador ",NA,NA,NA,NA,69,1,"Divorciado","Indígena","Si","Primaria","Chimborazo","Alausí","Sibambe ","Rural","Ecuatoriana","Ecuador ",NA,NA,NA,NA,56,1,"Divorciada","Indígena","Si","Primaria","Chimborazo","Alausí","Sevilla ","Rural"
"59584",1,"Cotopaxi","Sigchos","Sigchos, cabecera cantonal",2014," Octubre ",3,13631673600,0,"No","Ecuatoriano","Ecuador ",1995," Septiembre ",13,13030329600,19,0,"Soltero","Mestizo","Si","Secundaria","Cotopaxi","Sigchos","Sigchos, cabecera cantonal","Urbana","Ecuatoriana","Ecuador ",1999," Marzo ",23,13141526400,15,0,"Soltera","Mestiza","Si","Primaria","Cotopaxi","Sigchos","Sigchos, cabecera cantonal","Urbana"
"59585",1,"Cotopaxi","Sigchos","Sigchos, cabecera cantonal",2014," Octubre ",6,13631932800,0,"No","Ecuatoriano","Ecuador ",1975," Octubre ",23,12402633600,38,1,"Divorciado","Mestizo","Si","Secundaria","Cotopaxi","Sigchos","Sigchos, cabecera cantonal","Urbana","Ecuatoriana","Ecuador ",1986," Febrero ",26,12729139200,28,0,"Soltera","Mestiza","Si","Secundaria","Cotopaxi","Sigchos","Sigchos, cabecera cantonal","Urbana"
"59586",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Octubre ",30,13634006400,0,"No","Ecuatoriano","Ecuador ",1963," Abril ",11,12007094400,51,1,"Viudo","Indígena","Si","Educación media /bachillerato","Chimborazo","Riobamba","Yaruquíes ","Urbana","Ecuatoriana","Ecuador ",1982," Febrero ",5,12601094400,32,0,"Soltera","Indígena","Si","Educación media /bachillerato","Chimborazo","Riobamba","Yaruquíes ","Urbana"
"59587",1,"Chimborazo","Riobamba","Lizarzaburu ",2014," Octubre ",30,13634006400,2,"No","Ecuatoriano","Ecuador ",1975," Junio ",5,12390537600,39,0,"Soltero","Mestizo","Si","Educación media /bachillerato","Chimborazo","Riobamba","Licán ","Rural","Ecuatoriana","Ecuador ",1980," Julio ",12,12551587200,34,1,"Divorciada","Mestiza","Si","Primaria","Chimborazo","Riobamba","Licán ","Rural"
"59588",1,"Chimborazo","Alausí","Alausí, cabecera cantonal",2014," Octubre ",3,13631673600,0,"No","Ecuatoriano","Ecuador ",NA,NA,NA,NA,19,0,"Soltero","Indígena","Si","Primaria","Chimborazo","Alausí","Tixán ","Rural","Ecuatoriana","Ecuador ",NA,NA,NA,NA,20,0,"Soltera","Indígena","Si","Primaria","Chimborazo","Alausí","Tixán ","Rural"
"59589",1,"Chimborazo","Alausí","Alausí, cabecera cantonal",2014," Octubre ",14,13632624000,1,"No","Ecuatoriano","Ecuador ",NA,NA,NA,NA,22,0,"Soltero","Indígena","Si","Primaria","Chimborazo","Alausí","Achupallas ","Rural","Ecuatoriana","Ecuador ",NA,NA,NA,NA,18,0,"Soltera","Indígena","Si","Primaria","Chimborazo","Alausí","Achupallas ","Rural"
"59590",1,"Chimborazo","Alausí","Alausí, cabecera cantonal",2014," Octubre ",17,13632883200,1,"No","Ecuatoriano","Ecuador ",NA,NA,NA,NA,39,0,"Soltero","Mestizo","Si","Secundaria","Chimborazo","Alausí","Guasuntos ","Rural","Ecuatoriana","Ecuador ",NA,NA,NA,NA,39,0,"Soltera","Mestiza","Si","Secundaria","Chimborazo","Alausí","Guasuntos ","Rural"
"59591",1,"Chimborazo","Alausí","Alausí, cabecera cantonal",2014," Octubre ",23,13633401600,0,"No","Ecuatoriano","Ecuador ",NA,NA,NA,NA,22,0,"Soltero","Indígena","Si","Secundaria","Chimborazo","Alausí","Guasuntos ","Rural","Ecuatoriana","Ecuador ",NA,NA,NA,NA,16,0,"Soltera","Indígena","Si","Secundaria","Chimborazo","Alausí","Guasuntos ","Rural"
"59592",1,"Cotopaxi","Sigchos","Sigchos, cabecera cantonal",2014," Octubre ",6,13631932800,0,"No","Ecuatoriano","Ecuador ",1995," Octubre ",24,13033872000,18,0,"Soltero","Mestizo","Si","Secundaria","Cotopaxi","Sigchos","Sigchos, cabecera cantonal","Urbana","Ecuatoriana","Ecuador ",1995," Julio ",7,13024454400,19,0,"Soltera","Mestiza","Si","Secundaria","Cotopaxi","Sigchos","Sigchos, cabecera cantonal","Urbana"
"59593",1,"Cotopaxi","Pujilí","Zumbahua ",2014," Octubre ",12,13632451200,0,"No","Ecuatoriano","Ecuador ",1990," Enero ",15,12851740800,24,0,"Soltero","Indígena","Si","Educación básica","Cotopaxi","Pujilí","Pilaló ","Rural","Ecuatoriana","Ecuador ",1991," Agosto ",14,12901507200,23,0,"Soltera","Indígena","Si","Educación básica","Cotopaxi","Pujilí","Guangaje ","Rural"
"59594",1,"Cotopaxi","Sigchos","Sigchos, cabecera cantonal",2014," Octubre ",2,13631587200,0,"No","Ecuatoriano","Ecuador ",1978," Febrero ",17,12475900800,36,0,"Soltero","Mestizo","Si","Secundaria","Cotopaxi","Sigchos","Sigchos, cabecera cantonal","Urbana","Ecuatoriana","Ecuador ",1978," Abril ",17,12480998400,36,0,"Soltera","Mestiza","Si","Secundaria","Cotopaxi","Sigchos","Sigchos, cabecera cantonal","Urbana"
"59595",1,"Cotopaxi","Sigchos","Sigchos, cabecera cantonal",2014," Octubre ",2,13631587200,0,"No","Ecuatoriano","Ecuador ",1931," Septiembre ",24,11011593600,83,1,"Viudo","Mestizo","Si","Primaria","Cotopaxi","Sigchos","Sigchos, cabecera cantonal","Urbana","Ecuatoriana","Ecuador ",1940," Mayo ",13,11284099200,74,0,"Soltera","Mestiza","Si","Centro de alfabetización","Cotopaxi","Sigchos","Sigchos, cabecera cantonal","Urbana"
"59596",1,"Tungurahua","Ambato","Izamba ",2014," Diciembre ",18,13638240000,99,"No","Ecuatoriano","Ecuador ",1995," Febrero ",13,13012012800,19,0,"Soltero","Mestizo","Si","Secundaria","Tungurahua","Ambato","Izamba ","Rural","Ecuatoriana","Ecuador ",1997," Enero ",26,13073616000,17,0,"Soltera","Mestiza","Si","Primaria","Tungurahua","Ambato","Izamba ","Rural"
"59597",1,"Carchi","Montúfar","San Gabriel, cabecera cantonal",2014," Noviembre ",18,13635648000,0,"No","Ecuatoriano","Ecuador ",1987," Julio ",15,12772684800,27,0,"Soltero","Mestizo","Si","Educación básica","Carchi","Montúfar","González Suárez ","Urbana","Ecuatoriana","Ecuador ",1990," Mayo ",5,12861244800,24,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Carchi","Montúfar","González Suárez ","Urbana"
"59598",1,"Azuay","Cuenca","San Blas ",2014," Noviembre ",28,13636512000,1,"No","Ecuatoriano","Ecuador ",1984," Noviembre ",24,12689481600,30,0,"Soltero","Mestizo","Si","Educación media /bachillerato","Azuay","Cuenca","Sucre ","Urbana","Ecuatoriana","Ecuador ",1988," Enero ",26,12789532800,26,1,"Divorciada","Mestiza","Si","Educación media /bachillerato","Azuay","Cuenca","Sucre ","Urbana"
"59599",1,"Guayas","Guayaquil","Rocafuerte ",2014," Septiembre ",4,13629168000,0,"No","Ecuatoriano","Ecuador ",1960," Marzo ",13,11909980800,54,1,"Viudo","Mestizo","Si","Primaria","Guayas","Guayaquil","Sucre ","Urbana","Ecuatoriana","Ecuador ",1969," Agosto ",15,12207369600,45,0,"Soltera","Mestiza","Si","Primaria","Guayas","Guayaquil","Sucre ","Urbana"
"59600",1,"Guayas","Guayaquil","Rocafuerte ",2014," Septiembre ",2,13628995200,4,"No","Ecuatoriano","Ecuador ",1950," Noviembre ",8,11615097600,63,1,"Divorciado","Mestizo","Si","Educación media /bachillerato","Guayas","Guayaquil","Carbo (Concepción) ","Urbana","Ecuatoriana","Ecuador ",1970," Septiembre ",2,12240460800,44,0,"Soltera","Mestiza","Si","Superior","Guayas","Guayaquil","Carbo (Concepción) ","Urbana"
"59601",1,"Guayas","Guayaquil","Rocafuerte ",2014," Septiembre ",4,13629168000,0,"No","Ecuatoriano","Ecuador ",1983," Junio ",20,12644294400,31,0,"Soltero","Mestizo","Si","Secundaria","El Oro","Machala","La Providencia ","Urbana","Extranjera","Perú ",1991," Septiembre ",3,12903235200,23,0,"Soltera","Mestiza","Si","Primaria","El Oro","Machala","La Providencia ","Urbana"
"59602",1,"Guayas","Guayaquil","Rocafuerte ",2014," Septiembre ",4,13629168000,3,"No","Ecuatoriano","Ecuador ",1976," Octubre ",1,12432355200,37,0,"Soltero","Mestizo","Si","Ciclo posbachillerato","Guayas","Santa Lucía","Santa Lucía, cabecera cantonal","Urbana","Ecuatoriana","Ecuador ",1982," Abril ",16,12607142400,32,0,"Soltera","Mestiza","Si","Centro de alfabetización","Guayas","Santa Lucía","Santa Lucía, cabecera cantonal","Urbana"
"59603",1,"Guayas","Guayaquil","Rocafuerte ",2014," Septiembre ",4,13629168000,1,"No","Ecuatoriano","Ecuador ",1988," Noviembre ",1,12813724800,25,0,"Soltero","Mestizo","Si","Educación media /bachillerato","Guayas","Guayaquil","Carbo (Concepción) ","Urbana","Ecuatoriana","Ecuador ",1991," Mayo ",27,12894681600,23,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Guayas","Guayaquil","Carbo (Concepción) ","Urbana"
"59604",1,"Tungurahua","Ambato","Quisapincha (Quizapincha) ",2014," Diciembre ",4,13637030400,0,"No","Ecuatoriano","Ecuador ",1994," Mayo ",4,12987388800,20,0,"Soltero","Indígena","Si","Educación básica","Tungurahua","Ambato","Ambatillo ","Rural","Ecuatoriana","Ecuador ",1996," Octubre ",27,13065753600,18,0,"Soltera","Indígena","Si","Educación media /bachillerato","Tungurahua","Ambato","Ambatillo ","Rural"
"59605",1,"Carchi","Espejo","El Ángel, cabecera cantonal",2014," Noviembre ",21,13635907200,0,"Ignorado","Ecuatoriano","Ecuador ",1971," Marzo ",7,12256531200,43,0,"Soltero","Negro","Si","Educación básica","Carchi","Mira","Mira (Chontahuasi), cabecera cantonal","Urbana","Ecuatoriana","Ecuador ",1975," Junio ",26,12392352000,39,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Carchi","Mira","Mira (Chontahuasi), cabecera cantonal","Urbana"
"59606",1,"Carchi","Montúfar","San Gabriel, cabecera cantonal",2014," Noviembre ",20,13635820800,0,"No","Ecuatoriano","Ecuador ",1995," Abril ",5,13016419200,19,0,"Soltero","Mestizo","Si","Educación media /bachillerato","Carchi","Montúfar","González Suárez ","Urbana","Ecuatoriana","Ecuador ",1996," Marzo ",5,13045363200,18,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Carchi","Montúfar","González Suárez ","Urbana"
"59607",1,"Azuay","Cuenca","San Blas ",2014," Noviembre ",29,13636598400,0,"No","Ecuatoriano","Ecuador ",1987," Diciembre ",14,12785817600,26,0,"Soltero","Mestizo","Si","Superior","Azuay","Cuenca","Sucre ","Urbana","Ecuatoriana","Ecuador ",1993," Septiembre ",26,12968380800,21,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Azuay","Cuenca","Sucre ","Urbana"
"59608",1,"Tungurahua","Ambato","Quisapincha (Quizapincha) ",2014," Diciembre ",4,13637030400,0,"No","Ecuatoriano","Ecuador ",1993," Diciembre ",20,12975724800,20,0,"Soltero","Mestizo","Si","Educación media /bachillerato","Tungurahua","Ambato","Ambatillo ","Rural","Ecuatoriana","Ecuador ",1995," Julio ",23,13025836800,19,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Tungurahua","Ambato","Ambatillo ","Rural"
"59609",1,"Azuay","Sigsig","Sigsig, cabecera cantonal",2014," Noviembre ",14,13635302400,0,"No","Ecuatoriano","Ecuador ",1993," Julio ",5,12961209600,21,0,"Soltero","Mestizo","Si","Secundaria","Azuay","Sigsig","Sigsig, cabecera cantonal","Urbana","Ecuatoriana","Ecuador ",1991," Febrero ",21,12886473600,23,0,"Soltera","Mestiza","Si","Secundaria","Azuay","Sigsig","Sigsig, cabecera cantonal","Urbana"
"59610",1,"Azuay","Sigsig","Sigsig, cabecera cantonal",2014," Noviembre ",6,13634611200,3,"No","Ecuatoriano","Ecuador ",1986," Diciembre ",2,12753244800,27,0,"Soltero","Mestizo","Si","Primaria","Azuay","Sigsig","San Bartolomé","Rural","Ecuatoriana","Ecuador ",1983," Junio ",1,12642652800,31,0,"Soltera","Mestiza","Si","Centro de alfabetización","Azuay","Sigsig","San Bartolomé","Rural"
"59611",1,"Bolívar","Guaranda","Guaranda, cabecera cantonal y capital provincial",2014," Noviembre ",5,13634524800,0,"No","Ecuatoriano","Ecuador ",1992," Septiembre ",22,12936499200,22,0,"Soltero","Mestizo","Si","Educación media /bachillerato","Cotopaxi","Pangua","Moraspungo ","Rural","Ecuatoriana","Ecuador ",1998," Febrero ",2,13105756800,16,0,"Soltera","Indígena","Si","Educación básica","Cotopaxi","Pangua","Moraspungo ","Rural"
"59612",1,"Cañar","Cañar","Cañar, cabecera cantonal",2014," Octubre ",3,13631673600,0,"No","Ecuatoriano","Ecuador ",1991," Abril ",21,12891571200,23,0,"Soltero","Mestizo","Si","Secundaria","Cañar","El Tambo","El Tambo, cabecera cantonal","Urbana","Ecuatoriana","Ecuador ",1994," Diciembre ",4,13005878400,19,0,"Soltera","Mestiza","Si","Secundaria","Cañar","El Tambo","El Tambo, cabecera cantonal","Urbana"
"59613",1,"Tungurahua","Baños de Agua Santa","Baños de Agua Santa, cabecera cantonal ",2014," Julio ",1,13623552000,0,"No","Ecuatoriano","Ecuador ",1976," Octubre ",26,12434515200,37,0,"Soltero","Mestizo","Si","Ciclo posbachillerato","Tungurahua","Baños de Agua Santa","Baños de Agua Santa, cabecera cantonal ","Urbana","Ecuatoriana","Ecuador ",1979," Febrero ",26,12508214400,35,0,"Soltera","Mestiza","Si","Ciclo posbachillerato","Tungurahua","Baños de Agua Santa","Baños de Agua Santa, cabecera cantonal ","Urbana"
"59614",1,"Guayas","Guayaquil","Rocafuerte ",2014," Septiembre ",10,13629686400,2,"No","Ecuatoriano","Ecuador ",1988," Diciembre ",7,12816835200,25,0,"Soltero","Mestizo","Si","Superior","Guayas","Guayaquil","Carbo (Concepción) ","Urbana","Ecuatoriana","Ecuador ",1988," Diciembre ",24,12818304000,25,0,"Soltera","Mestiza","Si","Superior","Guayas","Guayaquil","Carbo (Concepción) ","Urbana"
"59615",1,"Guayas","Guayaquil","Rocafuerte ",2014," Septiembre ",12,13629859200,0,"No","Ecuatoriano","Ecuador ",1941," Mayo ",16,11315894400,73,0,"Soltero","Mestizo","Si","Primaria","Guayas","San Jacinto de Yaguachi","San Jacinto de Yaguachi, cabecera cantonal","Urbana","Ecuatoriana","Ecuador ",1945," Agosto ",20,11450419200,69,1,"Divorciada","Mestiza","Si","Primaria","Guayas","San Jacinto de Yaguachi","San Jacinto de Yaguachi, cabecera cantonal","Urbana"
"59616",1,"Santo Domingo de los Tsáchilas","Santo Domingo","Santo Domingo de los Colorados, cabecera cantonal y capital provincial ",2014," Noviembre ",12,13635129600,0,"No","Ecuatoriano","Ecuador ",1987," Junio ",20,12770524800,27,0,"Soltero","Mestizo","Si","Superior","Santo Domingo de los Tsáchilas","Santo Domingo","Chiguilpe ","Urbana","Ecuatoriana","Ecuador ",1989," Febrero ",8,12822278400,25,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Santo Domingo de los Tsáchilas","Santo Domingo","Chiguilpe ","Urbana"
"59617",1,"Tungurahua","Santiago de Píllaro","Píllaro, cabecera cantonal ",2014," Diciembre ",5,13637116800,0,"No","Ecuatoriano","Ecuador ",1970," Abril ",14,12228278400,44,1,"Divorciado","Mestizo","Si","Educación básica","Tungurahua","Santiago de Píllaro","San Andrés ","Rural","Ecuatoriana","Ecuador ",1971," Junio ",19,12265516800,43,0,"Soltera","Mestiza","Si","Educación básica","Tungurahua","Santiago de Píllaro","San Andrés ","Rural"
"59618",1,"Tungurahua","Santiago de Píllaro","Píllaro, cabecera cantonal ",2014," Diciembre ",4,13637030400,1,"No","Ecuatoriano","Ecuador ",1990," Mayo ",5,12861244800,24,0,"Soltero","Mestizo","Si","Educación media /bachillerato","Tungurahua","Santiago de Píllaro","San Andrés ","Rural","Ecuatoriana","Ecuador ",1994," Enero ",20,12978403200,20,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Tungurahua","Santiago de Píllaro","San Andrés ","Rural"
"59619",1,"Tungurahua","Santiago de Píllaro","Píllaro, cabecera cantonal ",2014," Diciembre ",10,13637548800,1,"No","Ecuatoriano","Ecuador ",1987," Abril ",24,12765600000,27,1,"Divorciado","Mestizo","Si","Educación media /bachillerato","Tungurahua","Santiago de Píllaro","San Andrés ","Rural","Ecuatoriana","Ecuador ",1989," Enero ",8,12819600000,25,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Tungurahua","Santiago de Píllaro","San Andrés ","Rural"
"59620",1,"Tungurahua","Santiago de Píllaro","Píllaro, cabecera cantonal ",2014," Diciembre ",17,13638153600,0,"No","Ecuatoriano","Ecuador ",1996," Febrero ",11,13043376000,18,0,"Soltero","Mestizo","Si","Educación media /bachillerato","Tungurahua","Santiago de Píllaro","San Andrés ","Rural","Ecuatoriana","Ecuador ",1995," Agosto ",25,13028688000,19,0,"Soltera","Mestiza","Si","Educación media /bachillerato","Tungurahua","Santiago de Píllaro","San Andrés ","Rural"
"59621",1,"Santo Domingo de los Tsáchilas","Santo Domingo","Santo Domingo de los Colorados, cabecera cantonal y capital provincial ",2014," Noviembre ",27,13636425600,0,"No","Ecuatoriano","Ecuador ",1988," Septiembre ",26,12810614400,26,0,"Soltero","Mestizo","Si","Superior","Santo Domingo de los Tsáchilas","Santo Domingo","Chiguilpe ","Urbana","Ecuatoriana","Ecuador ",1990," Junio ",26,12865737600,24,0,"Soltera","Mestiza","Si","Superior","Santo Domingo de los Tsáchilas","Santo Domingo","Chiguilpe ","Urbana"
